FID,PolygonID,HabType,CumEggs,PolygonAreaLL,PolygonAream2,EggDensityperHA,lnEggDensity,log10EggDensity
26245,26246,MWROW20-60,22,2477.859408,2477.859408,88.78631261,4.486232501,1.94834602
26246,26247,MWROW20-60,38,2499.998506,2499.998506,152.0000908,5.023881118,2.181843847
26247,26248,MWROW20-60,52,2483.804815,2483.804815,209.3562251,5.344037227,2.320885879
26248,26249,MWROW20-60,60,2500.935919,2500.935919,239.9101854,5.480264626,2.380048686
26249,26250,MWROW20-60,50,2500.003341,2500.003341,199.9997327,5.29831603,2.301029415
26250,26251,MWROW20-60,14,2499.999015,2499.999015,56.00002206,4.025352085,1.748188198
26251,26252,MWROW20-60,40,2498.275064,2498.275064,160.1104721,5.075864028,2.204419738
26252,26253,MWROW20-60,32,2486.353228,2486.353228,128.7025497,4.857503926,2.109587151
26253,26254,MWROW20-60,48,2499.998343,2499.998343,192.0001273,5.257496035,2.283301517
26254,26255,MWROW20-60,58,2499.99544,2499.99544,232.0004232,5.446739196,2.365488777
26255,26256,MWROW20-60,158,2499.15083,2499.15083,632.2147431,6.44922912,2.800864619
26256,26257,MWROW20-60,44,2500.003107,2500.003107,175.9997813,5.170482752,2.245512128
26257,26258,MWROW20-60,72,2499.999726,2499.999726,288.0000316,5.66296059,2.459392535
26258,26259,MWROW20-60,64,2499.998452,2499.998452,256.0001585,5.545178064,2.408240234
26259,26260,MWROW20-60,46,2499.998602,2499.998602,184.0001029,5.214936317,2.264818066
26260,26261,MWROW20-60,118,2499.996352,2499.996352,472.0006887,6.156980445,2.673942632
26261,26262,MWROW20-60,74,2500.00343,2500.00343,295.9995939,5.690358082,2.471291115
26262,26263,MWROW20-60,28,2499.995061,2499.99506,112.0002213,4.718500847,2.049218881
26263,26264,MWROW20-60,36,2500.001222,2500.001222,143.9999296,4.969812811,2.15836228
26264,26265,MWROW20-60,22,2500.000348,2500.000348,87.99998775,4.477336675,1.944482612
26265,26266,MWROW20-60,38,2499.997788,2499.997788,152.0001345,5.023881406,2.181843972
26266,26267,MWROW20-60,42,2500.003667,2500.003667,167.9997536,5.123962513,2.225308645
26267,26268,MWROW20-60,14,2499.996695,2499.996695,56.00007403,4.025353013,1.748188601
26268,26269,MWROW20-60,18,2500.001155,2500.001155,71.99996674,4.276665657,1.857332296
26269,26270,MWROW20-60,8,2500.000484,2500.000484,31.9999938,3.465735709,1.505149894
26270,26271,MWROW20-60,24,2499.998612,2499.998612,96.0000533,4.564348747,1.982271474
26271,26272,MWROW20-60,20,2500.00052,2500.00052,79.99998336,4.382026427,1.903089897
26272,26273,MWROW20-60,60,3295.463549,3295.463549,182.0684681,5.204382815,2.260234738
26273,26274,MWROW20-60,72,2499.999316,2499.999316,288.0000788,5.662960754,2.459392607
26274,26275,MWROW20-60,40,2500.000498,2500.000498,159.9999681,5.075173616,2.204119896
26275,26276,MWROW20-60,24,2499.998999,2499.998999,96.00003844,4.564348592,1.982271407
26276,26277,MWROW20-60,40,2500.000445,2500.000445,159.9999715,5.075173637,2.204119905
26277,26278,MWROW20-60,78,2499.999759,2499.999759,312.0000301,5.743003284,2.494154636
26278,26279,MWROW20-60,52,2493.582037,2493.582037,208.5353489,5.340108566,2.319179683
26279,26280,MWROW20-60,34,2499.998494,2499.998494,136.0000819,4.912655488,2.13353917
26280,26281,MWROW20-60,64,2499.997748,2499.997748,256.0002306,5.545178345,2.408240357
26281,26282,MWROW20-60,22,2500.001366,2500.001366,87.99995192,4.477336268,1.944482435
26282,26283,MWROW20-60,58,2532.606668,2532.606668,229.0130589,5.433779028,2.359860248
26283,26284,MWROW20-60,24,2483.205317,2483.205317,96.64927759,4.571088731,1.985198612
26284,26285,MWROW20-60,32,2317.882382,2317.882382,138.0570483,4.927666993,2.140058584
26285,26286,MWROW20-60,24,2499.999764,2499.999764,96.00000906,4.564348286,1.982271274
26286,26287,MWROW20-60,14,2473.503425,2473.503425,56.5998812,4.036006886,1.75281552
26287,26288,MWROW20-60,22,2465.021771,2465.021771,89.24870465,4.491426907,1.950601922
26288,26289,MWROW20-60,38,2499.999308,2499.999308,152.0000421,5.023880798,2.181843708
26289,26290,MWROW20-60,16,2500.009641,2500.009641,63.99975319,4.158879227,1.806178299
26290,26291,MWROW20-60,36,2500.001635,2500.001635,143.9999058,4.969812646,2.158362208
26291,26292,MWROW20-60,56,2482.936099,2482.936099,225.539433,5.418495013,2.353222484
26292,26293,MWROW20-60,70,2499.998,2499.998,280.000224,5.634790403,2.447158379
26293,26294,MWROW20-60,56,2500.000836,2500.000836,223.9999251,5.411645717,2.350247873
26294,26295,MWROW20-60,34,2473.959846,2473.959846,137.4314949,4.923125574,2.138086271
26295,26296,MWROW20-60,40,2499.997945,2499.997945,160.0001315,5.075174637,2.20412034
26296,26297,MWROW20-60,50,2494.453587,2494.453587,200.4446996,5.300538396,2.301994577
26297,26298,MWROW20-60,46,2466.790069,2466.790069,186.4771574,5.228308751,2.27062564
26298,26299,MWROW20-60,54,2500.002635,2500.002635,215.9997723,5.375277354,2.334453293
26299,26300,MWROW20-60,56,2473.821052,2473.821052,226.3704562,5.422172844,2.354819746
26300,26301,MWROW20-60,38,2500.001752,2500.001752,151.9998935,5.02387982,2.181843284
26301,26302,MWROW20-60,48,2500.001752,2500.001752,191.9998654,5.257494671,2.283300924
26302,26303,MWROW20-60,18,2499.996725,2499.996725,72.00009432,4.276667429,1.857333065
26303,26304,MWROW20-60,64,2500.003343,2500.003343,255.9996577,5.545176107,2.408239385
26304,26305,MWROW20-60,54,2499.996975,2499.996975,216.0002614,5.375279618,2.334454277
26305,26306,MWROW20-60,50,2500.000942,2500.000942,199.9999246,5.29831699,2.301029832
26306,26307,MWROW20-60,20,2500.003689,2500.003689,79.99988195,4.382025159,1.903089346
26307,26308,MWROW20-60,46,2495.473346,2495.473346,184.3337661,5.21674806,2.265604896
26308,26309,MWROW20-60,14,2499.997931,2499.997931,56.00004635,4.025352518,1.748188386
26309,26310,MWROW20-60,52,2500.000509,2500.000509,207.9999577,5.337537876,2.318063247
26310,26311,MWROW20-60,32,2499.997081,2499.997081,128.0001495,4.852031432,2.107210477
26311,26312,MWROW20-60,30,2499.998236,2499.998236,120.0000847,4.787492448,2.079181552
26312,26313,MWROW20-60,22,2324.14019,2324.14019,94.6586617,4.550277386,1.97616036
26313,26314,MWROW20-60,22,2499.998833,2499.998833,88.00004108,4.477337281,1.944482875
26314,26315,MWROW20-60,38,2816.451522,2816.451522,134.9215483,4.904693486,2.130081316
26315,26316,MWROW20-60,18,2428.74595,2428.74595,74.11232122,4.305581797,1.869890416
26316,26317,MWROW20-60,28,2502.553495,2502.553495,111.8857201,4.717477995,2.048774662
26317,26318,MWROW20-60,18,2500.00057,2500.00057,71.99998358,4.276665891,1.857332397
26318,26319,MWROW20-60,12,2476.526744,2476.526744,48.45495826,3.880634671,1.685338224
26319,26320,MWROW20-60,14,2499.99993,2499.99993,56.00000157,4.025351719,1.748188039
26320,26321,MWROW20-60,14,2500.003295,2500.003295,55.99992619,4.025350373,1.748187455
26321,26322,MWROW20-60,18,2500.003573,2500.003573,71.9998971,4.27666469,1.857331876
26322,26323,MWROW20-60,14,2461.708148,2461.708148,56.87107959,4.040786945,1.754891473
26323,26324,MWROW20-60,84,2477.480462,2477.480462,339.054137,5.826159791,2.530269048
26324,26325,MWROW20-60,34,2499.99816,2499.99816,136.0001001,4.912655622,2.133539228
26325,26326,MWROW20-60,38,2894.42166,2894.42166,131.2870219,4.877385934,2.118221797
26326,26327,MWROW20-60,20,2500.000384,2500.000384,79.99998771,4.382026481,1.90308992
26327,26328,MWROW20-60,26,2483.180509,2483.180509,104.7044301,4.651141429,2.019965057
26328,26329,MWROW20-60,8,2500.004429,2500.004429,31.99994331,3.465734131,1.505149209
26329,26330,MWROW20-60,6,2499.999253,2499.999253,24.00000717,3.178054129,1.380211371
26330,26331,MWROW20-60,10,2500.00009,2500.00009,39.99999856,3.688879418,1.602059976
26331,26332,MWROW20-60,18,2500.002602,2500.002602,71.99992506,4.276665078,1.857332044
26332,26333,MWROW20-60,6,2476.790246,2476.790246,24.2249016,3.187381096,1.384262022
26333,26334,MWROW20-60,16,2500.000245,2500.000245,63.99999373,4.158882985,1.806179931
26334,26335,MWROW20-60,18,3070.522565,3070.522565,58.6219434,4.071109087,1.768060212
26335,26336,MWROW20-60,44,2499.995601,2499.995601,176.0003097,5.170485755,2.245513432
26336,26337,MWROW20-60,22,2495.108706,2495.108706,88.17251107,4.479295249,1.945333209
26337,26338,MWROW20-60,10,2500.000738,2500.000738,39.99998819,3.688879159,1.602059863
26338,26339,MWROW20-60,20,2500.001079,2500.001079,79.99996547,4.382026203,1.9030898
26339,26340,MWROW20-60,6,2500.000818,2500.000818,23.99999215,3.178053503,1.3802111
26340,26341,MWROW20-60,6,2473.166401,2473.166401,24.26039751,3.188845289,1.384897913
26341,26342,MWROW20-60,0,2500.00102,2500.00102,0,#NAME?,#NAME?
26342,26343,MWROW20-60,2,2479.526137,2479.526137,8.066057341,2.087664805,0.906661305
26343,26344,MWROW20-60,2,2499.996941,2499.996941,8.000009789,2.079442765,0.903090518
26344,26345,MWROW20-60,0,2499.999503,2499.999503,0,#NAME?,#NAME?
26345,26346,MWROW20-60,0,2500.0005,2500.0005,0,#NAME?,#NAME?
26346,26347,MWROW20-60,0,2490.746191,2490.746191,0,#NAME?,#NAME?
26347,26348,MWROW20-60,6,2495.063766,2495.063766,24.0474816,3.180030276,1.381069601
26348,26349,MWROW20-60,16,2500.000516,2500.000516,63.99998679,4.158882877,1.806179884
26349,26350,MWROW20-60,22,2499.999992,2499.999992,88.00000028,4.477336818,1.944482674
26350,26351,MWROW20-60,44,2484.33802,2484.33802,177.1095545,5.176768493,2.248241991
26351,26352,MWROW20-60,22,2491.484414,2491.484414,88.30077313,4.480748863,1.945964506
26352,26353,MWROW20-60,24,2500.000157,2500.000157,95.99999397,4.564348129,1.982271206
26353,26354,MWROW20-60,34,2397.354979,2397.354979,141.8229686,4.95457958,2.151746572
26354,26355,MWROW20-60,14,2500.003361,2500.003361,55.99992471,4.025350346,1.748187443
26355,26356,MWROW20-60,12,2500.048708,2500.048708,47.99906482,3.871181528,1.681232776
26356,26357,MWROW20-60,30,2500.000298,2500.000298,119.9999857,4.787491624,2.079181194
26357,26358,MWROW20-60,20,2499.998317,2499.998317,80.00005386,4.382027308,1.903090279
26358,26359,MWROW20-60,24,2500.000705,2500.000705,95.99997293,4.564347909,1.982271111
26359,26360,MWROW20-60,32,2499.999813,2499.999813,128.0000096,4.852030339,2.107210002
26360,26361,MWROW20-60,4,2500.000387,2500.000387,15.99999752,2.772588567,1.204119915
26361,26362,MWROW20-60,16,2499.999654,2499.999654,64.00000886,4.158883222,1.806180034
26362,26363,MWROW20-60,30,2500.000465,2500.000465,119.9999777,4.787491557,2.079181165
26363,26364,MWROW20-60,8,2491.583379,2491.583379,32.10809667,3.469108231,1.506614562
26364,26365,MWROW20-60,8,2475.716546,2475.716546,32.31387702,3.475496767,1.509389068
26365,26366,MWROW20-60,30,2475.712968,2475.712968,121.1772139,4.797254052,2.083420963
26366,26367,MWROW20-60,52,2462.166204,2462.166204,211.1961407,5.352787278,2.324685978
26367,26368,MWROW20-60,86,2499.996867,2499.996867,344.0004311,5.840642911,2.536558987
26368,26369,MWROW20-60,64,2499.998621,2499.998621,256.0001412,5.545177996,2.408240205
26369,26370,MWROW20-60,44,2500.000974,2500.000974,175.9999314,5.170483605,2.245512499
26370,26371,MWROW20-60,38,2500.001004,2500.001004,151.999939,5.023880119,2.181843414
26371,26372,MWROW20-60,52,2468.53665,2468.53665,210.6511159,5.350203286,2.323563764
26372,26373,MWROW20-60,50,2499.998444,2499.998444,200.0001245,5.298317989,2.301030266
26373,26374,MWROW20-60,56,2499.999044,2499.999044,224.0000857,5.411646434,2.350248184
26374,26375,MWROW20-60,34,2499.999572,2499.999572,136.0000233,4.912655057,2.133538983
26375,26376,MWROW20-60,18,2499.997043,2499.997043,72.00008516,4.276667302,1.85733301
26376,26377,MWROW20-60,38,2499.98453,2499.98453,152.0009406,5.023886709,2.181846275
26377,26378,MWROW20-60,44,2486.681204,2486.681204,176.9426653,5.175825755,2.247832565
26378,26379,MWROW20-60,44,2461.653179,2461.653179,178.7416699,5.185941579,2.252225811
26379,26380,MWROW20-60,94,2499.999392,2499.999392,376.0000914,5.929589387,2.575187951
26380,26381,MWROW20-60,88,2500.001974,2500.001974,351.9997221,5.863630386,2.546542321
26381,26382,MWROW20-60,68,2500.00235,2500.00235,271.9997443,5.605801126,2.434568496
26382,26383,MWROW20-60,50,2499.999801,2499.999801,200.0000159,5.298317446,2.30103003
26383,26384,MWROW20-60,82,2500.000615,2500.000615,327.9999193,5.793013362,2.515873737
26384,26385,MWROW20-60,50,2485.865023,2485.865023,201.137228,5.303987402,2.303492461
26385,26386,MWROW20-60,64,2500.002072,2500.002072,255.9997878,5.545176616,2.408239605
26386,26387,MWROW20-60,28,2500.000057,2500.000057,111.9999974,4.718498848,2.049218013
26387,26388,MWROW20-60,12,2491.632491,2491.632491,48.1611957,3.874553628,1.682697261
26388,26389,MWROW20-60,10,2500.002165,2500.002165,39.99996536,3.688878588,1.602059615
26389,26390,MWROW20-60,40,2481.063779,2481.063779,161.2211679,5.082777136,2.207422063
26390,26391,MWROW20-60,36,2500.000828,2500.000828,143.9999523,4.969812968,2.158362348
26391,26392,MWROW20-60,24,2494.982756,2494.982756,96.1930496,4.566357106,1.983143693
26392,26393,MWROW20-60,38,2499.998859,2499.998859,152.0000694,5.023880977,2.181843786
26393,26394,MWROW20-60,8,2500.000733,2500.000733,31.99999062,3.46573561,1.505149851
26394,26395,MWROW20-60,18,2500.000707,2500.000707,71.99997964,4.276665836,1.857332374
26395,26396,MWROW20-60,14,2485.588592,2485.588592,56.32468722,4.031132933,1.750698789
26396,26397,MWROW20-60,14,2500.00041,2500.00041,55.99999082,4.025351527,1.748187956
26397,26398,MWROW20-60,32,2500.001709,2500.001709,127.9999125,4.85202958,2.107209673
26398,26399,MWROW20-60,110,3520.282969,3520.282969,312.4748805,5.744524083,2.494815111
26399,26400,MWROW20-60,24,2499.999661,2499.999661,96.00001302,4.564348327,1.982271292
26400,26401,MWROW20-60,18,2474.780931,2474.780931,72.73371059,4.286804972,1.861735744
26401,26402,MWROW20-60,20,2499.998508,2499.998508,80.00004774,4.382027231,1.903090246
26402,26403,MWROW20-60,10,2464.498815,2464.498815,40.57620129,3.70318172,1.608271386
26403,26404,MWROW20-60,36,2500.000689,2500.000689,143.9999603,4.969813024,2.158362372
26404,26405,MWROW20-60,8,2464.446417,2464.446417,32.4616512,3.48005943,1.511370607
26405,26406,MWROW20-60,18,2462.928776,2462.928776,73.0837212,4.29160565,1.863820652
26406,26407,MWROW20-60,28,2499.999821,2499.999821,112.000008,4.718498943,2.049218054
26407,26408,MWROW20-60,66,2483.415711,2483.415711,265.7629961,5.58260492,2.424494511
26408,26409,MWROW20-60,156,4694.541572,4694.541572,332.300817,5.806040634,2.521531409
26409,26410,MWROW20-60,72,2499.9997,2499.9997,288.0000346,5.6629606,2.45939254
26410,26411,MWROW20-60,40,2499.999648,2499.999648,160.0000225,5.075173956,2.204120044
26411,26412,MWROW20-60,70,2485.815536,2485.815536,281.5977251,5.640479546,2.449629142
26412,26413,MWROW20-60,38,2499.999181,2499.999181,152.0000498,5.023880848,2.18184373
26413,26414,MWROW20-60,96,2499.996107,2499.996107,384.000598,5.95064411,2.584331901
26414,26415,MWROW20-60,36,2499.999183,2499.999183,144.0000471,4.969813626,2.158362634
26415,26416,MWROW20-60,60,2499.999543,2499.999543,240.0000439,5.480639106,2.380211321
26416,26417,MWROW20-60,36,2500.000374,2500.000374,143.9999785,4.96981315,2.158362427
26417,26418,MWROW20-60,48,2500.001593,2500.001593,191.9998777,5.257494735,2.283300952
26418,26419,MWROW20-60,26,2500.000819,2500.000819,103.9999659,4.644390572,2.017033197
26419,26420,MWROW20-60,20,2499.998194,2499.998194,80.00005779,4.382027357,1.903090301
26420,26421,MWROW20-60,30,2499.998194,2499.998194,120.0000867,4.787492465,2.07918156
26421,26422,MWROW20-60,66,4683.238035,4683.238035,140.9281346,4.948250077,2.148997703
26422,26423,MWROW20-60,28,2499.999603,2499.999603,112.0000178,4.71849903,2.049218092
26423,26424,MWROW20-60,8,2698.984758,2698.984758,29.64077502,3.389150948,1.471889555
26424,26425,MWROW20-60,16,2438.139373,2438.139372,65.62381209,4.183938619,1.817061455
26425,26426,MWROW20-60,14,2499.998056,2499.998056,56.00004355,4.025352468,1.748188365
26426,26427,MWROW20-60,12,2499.998056,2499.998056,48.00003732,3.871201789,1.681241575
26427,26428,MWROW20-60,8,2500.000862,2500.000862,31.99998897,3.465735558,1.505149829
26428,26429,MWROW20-60,6,2499.997479,2499.997479,24.0000242,3.178054839,1.38021168
26429,26430,MWROW20-60,12,2499.999945,2499.999945,48.00000106,3.871201033,1.681241247
26430,26431,MWROW20-60,4,2499.998938,2499.998938,16.0000068,2.772589147,1.204120167
26431,26432,MWROW20-60,12,2499.983854,2499.983854,48.00031001,3.871207469,1.681244042
26432,26433,MWROW20-60,8,2500.001185,2500.001185,31.99998483,3.465735429,1.505149772
26433,26434,MWROW20-60,48,2492.989624,2492.989624,192.5399109,5.260303461,2.284520766
26434,26435,MWROW20-60,38,2481.586486,2481.586486,153.1278487,5.031273185,2.185054181
26435,26436,MWROW20-60,36,2500.002698,2500.002698,143.9998446,4.96981222,2.158362023
26436,26437,MWROW20-60,30,2499.998907,2499.998907,120.0000525,4.78749218,2.079181436
26437,26438,MWROW20-60,32,2499.999322,2499.999322,128.0000347,4.852030535,2.107210087
26438,26439,MWROW20-60,68,2500.00185,2500.00185,271.9997987,5.605801326,2.434568583
26439,26440,MWROW20-60,78,2499.998007,2499.998007,312.0002487,5.743003985,2.49415494
26440,26441,MWROW20-60,94,2500.000087,2500.000087,375.9999869,5.929589109,2.57518783
26441,26442,MWROW20-60,52,2500.000006,2500.000006,207.9999995,5.337538077,2.318063334
26442,26443,MWROW20-60,64,2500.001186,2500.001186,255.9998786,5.54517697,2.408239759
26443,26444,MWROW20-60,66,2499.998097,2499.998097,264.000201,5.575949864,2.421604257
26444,26445,MWROW20-60,50,2499.998447,2499.998447,200.0001242,5.298317988,2.301030265
26445,26446,MWROW20-60,48,2499.999374,2499.999374,192.0000481,5.257495622,2.283301337
26446,26447,MWROW20-60,68,2499.999898,2499.999898,272.0000111,5.605802107,2.434568922
26447,26448,MWROW20-60,54,2500.002934,2500.002934,215.9997465,5.375277234,2.334453241
26448,26449,MWROW20-60,46,2499.999394,2499.999394,184.0000446,5.214936,2.264817928
26449,26450,MWROW20-60,52,2499.998694,2499.998694,208.0001087,5.337538602,2.318063562
26450,26451,MWROW20-60,30,2499.999261,2499.999261,120.0000355,4.787492038,2.079181374
26451,26452,MWROW20-60,24,2500.003293,2500.003293,95.99987355,4.564346874,1.982270661
26452,26453,MWROW20-60,34,2493.449178,2493.449178,136.357301,4.915278654,2.134678396
26453,26454,MWROW20-60,80,2500.000178,2500.000178,319.9999772,5.768320925,2.505149947
26454,26455,MWROW20-60,64,2481.969514,2481.969514,257.8597345,5.552415772,2.411383531
26455,26456,MWROW20-60,42,2473.979836,2473.979836,169.7669455,5.134426588,2.229853135
26456,26457,MWROW20-60,40,2499.998663,2499.998663,160.0000856,5.07517435,2.204120215
26457,26458,MWROW20-60,12,2499.99541,2499.99541,48.00008813,3.871202847,1.681242035
26458,26459,MWROW20-60,4,2500.000618,2500.000618,15.99999604,2.772588475,1.204119875
26459,26460,MWROW20-60,76,4685.30314,4685.30314,162.2093549,5.088887815,2.210075897
26460,26461,MWROW20-60,18,2490.225892,2490.225892,72.28259917,4.280583425,1.859033761
26461,26462,MWROW20-60,12,2431.563094,2431.563094,49.35097111,3.898957444,1.693295703
26462,26463,MWROW20-60,24,2423.620676,2423.620676,99.02539716,4.595376354,1.995746593
26463,26464,MWROW20-60,6,2489.010398,2489.010398,24.10596599,3.182459361,1.382124539
26464,26465,MWROW20-60,10,2500.000064,2500.000064,39.99999898,3.688879429,1.60205998
26465,26466,MWROW20-60,8,2500.001226,2500.001226,31.99998431,3.465735412,1.505149765
26466,26467,MWROW20-60,24,2488.02534,2488.02534,96.46204005,4.569149564,1.984356442
26467,26468,MWROW20-60,34,4095.015251,4095.015251,83.02777381,4.419175176,1.919223394
26468,26469,MWROW20-60,12,2420.740371,2420.740371,49.571611,3.903418311,1.695233033
26469,26470,MWROW20-60,18,2491.91263,2491.91263,72.23367217,4.279906311,1.858739694
26470,26471,MWROW20-60,26,2499.998673,2499.998673,104.0000552,4.64439143,2.01703357
26471,26472,MWROW20-60,12,2500.000748,2500.000748,47.99998564,3.871200712,1.681241107
26472,26473,MWROW20-60,26,2500.001357,2500.001357,103.9999435,4.644390356,2.017033104
26473,26474,MWROW20-60,28,2492.932981,2492.932981,112.3175,4.721329682,2.050447428
26474,26475,MWROW20-60,26,2500.000495,2500.000495,103.9999794,4.644390701,2.017033253
26475,26476,MWROW20-60,50,2499.995392,2499.995392,200.0003686,5.29831921,2.301030796
26476,26477,MWROW20-60,30,2459.379342,2459.379342,121.9819956,4.803873457,2.086295734
26477,26478,MWROW20-60,44,2484.379387,2484.379387,177.1066055,5.176751842,2.248234759
26478,26479,MWROW20-60,40,2499.996127,2499.996127,160.0002479,5.075175364,2.204120655
26479,26480,MWROW20-60,36,2499.999525,2499.999525,144.0000274,4.96981349,2.158362575
26480,26481,MWROW20-60,38,2500.003544,2500.003544,151.9997845,5.023879103,2.181842972
26481,26482,MWROW20-60,20,2499.99786,2499.99786,80.00006848,4.382027491,1.903090359
26482,26483,MWROW20-60,32,2500.001201,2500.001201,127.9999385,4.852029784,2.107209761
26483,26484,MWROW20-60,40,2493.92727,2493.92727,160.3896011,5.077605862,2.205176207
26484,26485,MWROW20-60,54,2500.000345,2500.000345,215.9999702,5.37527827,2.334453691
26485,26486,MWROW20-60,58,2499.999196,2499.999196,232.0000746,5.446737693,2.365488125
26486,26487,MWROW20-60,78,2499.999456,2499.999456,312.0000679,5.743003405,2.494154689
26487,26488,MWROW20-60,56,2492.502798,2492.502798,224.6737699,5.414649438,2.351552372
26488,26489,MWROW20-60,46,2499.998868,2499.998868,184.0000833,5.21493621,2.26481802
26489,26490,MWROW20-60,20,2499.998088,2499.998088,80.00006118,4.382027399,1.903090319
26490,26491,MWROW20-60,34,2499.999631,2499.999631,136.0000201,4.912655033,2.133538972
26491,26492,MWROW20-60,32,2500.003503,2500.003503,127.9998206,4.852028863,2.107209361
26492,26493,MWROW20-60,22,2462.443394,2462.443394,89.34215525,4.49247344,1.951056425
26493,26494,MWROW20-60,24,2500.000747,2500.000747,95.99997132,4.564347893,1.982271103
26494,26495,MWROW20-60,30,2499.998289,2499.998289,120.0000821,4.787492427,2.079181543
26495,26496,MWROW20-60,34,2471.49728,2471.49728,137.5684298,4.924121464,2.13851878
26496,26497,MWROW20-60,20,2499.999917,2499.999917,80.00000266,4.382026668,1.903090001
26497,26498,MWROW20-60,30,2499.997342,2499.997342,120.0001276,4.787492806,2.079181708
26498,26499,MWROW20-60,28,2499.999807,2499.999807,112.0000086,4.718498948,2.049218056
26499,26500,MWROW20-60,24,2499.998102,2499.998102,96.00007288,4.564348951,1.982271563
26500,26501,MWROW20-60,26,2500.001271,2500.001271,103.9999471,4.644390391,2.017033119
26501,26502,MWROW20-60,12,2472.948276,2472.948276,48.52507477,3.88208067,1.685966213
26502,26503,MWROW20-60,24,2478.168838,2478.168838,96.84570168,4.573119008,1.98608035
26503,26504,MWROW20-60,22,2499.999974,2499.999974,88.00000092,4.477336825,1.944482677
26504,26505,MWROW20-60,10,2500.001556,2500.001556,39.9999751,3.688878832,1.602059721
26505,26506,MWROW20-60,34,2500.000295,2500.000295,135.999984,4.912654768,2.133538857
26506,26507,MWROW20-60,20,2499.998855,2499.998855,80.00003664,4.382027093,1.903090186
26507,26508,MWROW20-60,44,2500.000571,2500.000571,175.9999598,5.170483767,2.245512569
26508,26509,MWROW20-60,68,2500.001553,2500.001553,271.999831,5.605801445,2.434568634
26509,26510,MWROW20-60,50,2499.999061,2499.999061,200.0000751,5.298317742,2.301030159
26510,26511,MWROW20-60,34,2499.999061,2499.999061,136.0000511,4.912655261,2.133539071
26511,26512,MWROW20-60,44,2500.001225,2500.001225,175.9999138,5.170483505,2.245512455
26512,26513,MWROW20-60,68,2499.999657,2499.999657,272.0000373,5.605802203,2.434568964
26513,26514,MWROW20-60,72,2466.689245,2466.689245,291.8892201,5.676374347,2.465218056
26514,26515,MWROW20-60,38,2549.238783,2549.238783,149.0641059,5.004376455,2.17337308
26515,26516,MWROW20-60,64,2499.997722,2499.997722,256.0002333,5.545178356,2.408240361
26516,26517,MWROW20-60,32,2499.993248,2499.993248,128.0003457,4.852032965,2.107211143
26517,26518,MWROW20-60,38,2499.998518,2499.998518,152.0000901,5.023881114,2.181843845
26518,26519,MWROW20-60,48,2500.000034,2500.000034,191.9999974,5.257495358,2.283301223
26519,26520,MWROW20-60,62,2499.998236,2499.998236,248.000175,5.513429452,2.394451987
26520,26521,MWROW20-60,56,2500.00074,2500.00074,223.9999337,5.411645756,2.35024789
26521,26522,MWROW20-60,54,2500.003236,2500.003236,215.9997204,5.375277113,2.334453189
26522,26523,MWROW20-60,84,2499.99908,2499.99908,336.0001236,5.817111528,2.526339437
26523,26524,MWROW20-60,118,3425.75623,3425.75623,344.449494,5.841947473,2.537125551
26524,26525,MWROW20-60,54,2499.998501,2499.998501,216.0001295,5.375279007,2.334454012
26525,26526,MWROW20-60,22,2480.482757,2480.482757,88.69241255,4.485174345,1.947886468
26526,26527,MWROW20-60,44,2499.999073,2499.999073,176.0000653,5.170484366,2.245512829
26527,26528,MWROW20-60,38,2500.001598,2500.001598,151.9999028,5.023879882,2.18184331
26528,26529,MWROW20-60,28,2500.004123,2500.004123,111.9998153,4.718497222,2.049217306
26529,26530,MWROW20-60,14,2463.380894,2463.380894,56.83246157,4.040107669,1.754596467
26530,26531,MWROW20-60,50,2453.157604,2453.157604,203.8189471,5.317232086,2.309244554
26531,26532,MWROW20-60,44,2500.002253,2500.002253,175.9998414,5.170483094,2.245512276
26532,26533,MWROW20-60,48,2500.000592,2500.000592,191.9999545,5.257495135,2.283301126
26533,26534,MWROW20-60,58,2500.01091,2500.01091,231.9989876,5.446733008,2.36548609
26534,26535,MWROW20-60,100,2499.995597,2499.995597,400.0007045,5.991466308,2.602060756
26535,26536,MWROW20-60,40,2448.053263,2448.053263,163.3951377,5.096171425,2.213239129
26536,26537,MWROW20-60,28,2500.000798,2500.000798,111.9999642,4.718498552,2.049217884
26537,26538,MWROW20-60,40,2500.002029,2500.002029,159.9998701,5.075173004,2.20411963
26538,26539,MWROW20-60,76,2500.000448,2500.000448,303.9999455,5.717027522,2.482873506
26539,26540,MWROW20-60,96,4053.116374,4053.116374,236.8547832,5.467447224,2.37448216
26540,26541,MWROW20-60,36,2500.002294,2500.002294,143.9998679,4.969812382,2.158362094
26541,26542,MWROW20-60,14,2500.037751,2500.037751,55.99915439,4.02533659,1.748181469
26542,26543,MWROW20-60,36,2494.623062,2494.623062,144.3103792,4.971966391,2.159297568
26543,26544,MWROW20-60,22,2499.996076,2499.996076,88.00013813,4.477338384,1.944483354
26544,26545,MWROW20-60,36,2499.998627,2499.998627,144.0000791,4.969813849,2.158362731
26545,26546,MWROW20-60,30,2499.999463,2499.999463,120.0000258,4.787491958,2.079181339
26546,26547,MWROW20-60,38,2492.179106,2492.179106,152.4770026,5.027013782,2.183204346
26547,26548,MWROW20-60,34,2483.913557,2483.913557,136.8807699,4.919110254,2.136342439
